Site_ID,Site,Latitude,Longitude,φ-Band,Δλ_arcmin,Great_Circle,Match_Type,Notes
970,"Ohio Valley Salisbury Mound",39.3167,-83.7833,"φ^7/12.5",138.600,"Paint Creek",Primary,"Adjacent platform"
971,"Ohio Valley Wade Mound",39.3167,-83.7833,"φ^7/13",151.200,"Paint Creek",Primary,"Adena conical"
972,"Ohio Valley Champaign Mounds",40.1167,-83.7833,"φ^8/2.5",84.000,"Mad River",Primary,"Mound cluster"
973,"Ohio Valley Licking County Mounds",40.0667,-82.4167,"φ^8/3",100.800,"Licking River",Primary,"Geometric group"
974,"Ohio Valley Chillicothe Mound 1",39.3333,-82.9833,"φ^7/14",151.200,"Scioto Valley",Primary,"Largest conical mound"
975,"Ohio Valley Marietta Works",39.4167,-81.4667,"φ^7/15",172.800,"Ohio River",Primary,"Square+Circle enclosures"
976,"Ohio Valley Double Mound",39.9667,-82.0167,"φ^8/2.1",70.560,"Muskingum River",Primary,"Identical twins 35ft"
977,"Ohio Valley Tarlton Satellite",39.5500,-83.1500,"φ^7/11.5",115.500,"Pickaway",Primary,"Adena outlier"
978,"Ohio Valley Chillicothe Mound 2",39.3167,-82.9667,"φ^7/14.5",165.600,"Scioto Valley",Primary,"Secondary conical"
979,"Ohio Valley Chillicothe Mound 3",39.3333,-82.9833,"φ^7/14.6",167.760,"Scioto Valley",Primary,"Group complex"
980,"Ohio Valley Chillicothe Mound 4",39.3500,-83.0000,"φ^7/14.7",169.920,"Scioto Valley",Primary,""
981,"Ohio Valley Chillicothe Mound 5",39.3667,-83.0167,"φ^7/14.8",172.080,"Scioto Valley",Primary,""
982,"Ohio Valley Chillicothe Mound 6",39.3833,-83.0333,"φ^7/14.9",174.240,"Scioto Valley",Primary,""
983,"Ohio Valley Chillicothe Mound 7",39.4000,-83.0500,"φ^7/15",176.400,"Scioto Valley",Primary,""
984,"Ohio Valley High Bank Satellite",39.4333,-83.0333,"φ^7/4.3",26.280,"Scioto Valley",Primary,"Octagon extension"
985,"Ohio Valley Greene County Satellite",39.7000,-83.9000,"φ^7/2.8",10.080,"Mad River",Primary,"Mound cluster"
986,"Ohio Valley Lancaster Satellite 1",39.7333,-82.6333,"φ^7/3",18.000,"Hocking Valley",Primary,""
987,"Ohio Valley Lancaster Satellite 2",39.7500,-82.6500,"φ^7/3.1",19.800,"Hocking Valley",Primary,""
988,"Ohio Valley Piketon Satellite",39.0500,-82.9667,"φ^7/10.6",102.960,"Scioto",Primary,"D-shaped extension"
989,"Ohio Valley Fort Ancient Satellite",39.4167,-83.9333,"φ^7/6.6",54.000,"Little Miami",Primary,"215-acre extension"
990,"Ohio Valley Marietta Satellite",39.4333,-81.4833,"φ^7/15.1",181.440,"Ohio River",Primary,"Square enclosure"
991,"Ohio Valley Madisonville Satellite",39.0667,-84.3333,"φ^7/16",194.400,"Little Miami",Primary,"Fort Ancient outlier"
992,"Ohio Valley Anderson Satellite",39.1500,-84.0333,"φ^7/7.1",57.600,"Little Miami",Primary,"Geometric outlier"
993,"Ohio Valley Stubbs Park Satellite",39.1000,-84.0500,"φ^7/7.6",72.720,"Little Miami",Primary,"Henge extension"
994,"Ohio Valley Milford Satellite",39.1833,-84.0167,"φ^7/9.6",97.200,"Little Miami",Primary,"Wall+moon outlier"
995,"Ohio Valley Fort Hill Satellite",39.0833,-83.5000,"φ^7/10.1",82.080,"Ohio Brush Creek",Primary,"Hilltop wall extension"
996,"Carnac Satellite Alignments",47.5833,-3.0500,"φ^7/1.9",3.336,"Atlantic Arc",Primary,"2,000+ additional menhirs"
997,"Carnac Satellite Tumulus",47.6000,-3.0667,"φ^7/2.1",4.032,"Atlantic Arc",Primary,"Secondary chambered tomb"
998,"Barnenez Satellite Cairn 1",48.6667,-3.5500,"φ^8/1.6",28.800,"Brittany North",Primary,"Passage grave"
999,"Barnenez Satellite Cairn 2",48.6833,-3.5667,"φ^8/1.7",31.680,"Brittany North",Primary,"11-chamber extension"
1000,"Global Megalithic Network Capstone",47.6167,-3.0667,"φ^7/2",4.800,"World Harmonic Grid",Primary,"1000th site - CARNAC COMPLEX"
1001,"PPN Taş Tepeler Harbetsuvan Tepesi",37.2833,38.9333,"φ^6/1.8",2.916,"Taş Tepeler Master",Primary,"Master T-pillar site"
1002,"PPN Taş Tepeler Ömerli Höyük",37.3167,38.9500,"φ^6/1.9",3.132,"Taş Tepeler Master",Primary,"Full enclosure complex"
1003,"PPN Taş Tepeler Yağmurbaba Tepesi",37.3333,38.9667,"φ^6/2",3.600,"Taş Tepeler Master",Primary,"Relief carvings"
1004,"PPN Taş Tepeler Sofular Höyük",37.3500,38.9833,"φ^6/2.1",3.888,"Taş Tepeler Master",Primary,"PPNB transition"
1005,"PPN Taş Tepeler Taşlı Tepe III",37.3667,39.0000,"φ^6/2.2",4.176,"Taş Tepeler Master",Primary,"Basalt monoliths"
1006,"Indus Valley Outlier Padri",21.1333,71.5000,"φ^-2/4",3.888,"Gujarat Rann",Primary,"Early Harappan"
1007,"Indus Valley Outlier Vagjpura",22.3333,70.8333,"φ^-2/3.5",3.024,"Kutch coast",Primary,"Dockyard precursor"
1008,"Indus Valley Outlier Kanmer",23.3167,69.7333,"φ^-2/2.5",1.920,"Great Rann",Primary,"Fortified"
1009,"Indus Valley Outlier Desalpur",23.4667,69.6667,"φ^-2/2",1.440,"Kutch",Primary,"Citadel"
1010,"Indus Valley Outlier Nageshwar",22.6667,69.5833,"φ^-2/1.5",0.960,"Shell working",Primary,""
1011,"Mississippi Final Mound A Bayou 2",32.8500,-91.2333,"φ^10/8.1",75.600,"Tensas Final",Primary,"Extended cluster"
1012,"Mississippi Final Pecan Grove 2",32.6333,-91.3333,"φ^10/16.1",187.200,"Tensas Final",Primary,""
1013,"Mississippi Final Big Woods 2",32.6000,-91.3500,"φ^10/17.1",199.800,"Tensas Final",Primary,""
1014,"Mississippi Final Middle Lake 2",32.5667,-91.3667,"φ^10/18.1",211.680,"Tensas Final",Primary,""
1015,"Mississippi Final Big Bayou 2",32.5333,-91.3833,"φ^10/19.1",225.360,"Tensas Final",Primary,""
1016,"Mississippi Final Lower Lake 2",32.5000,-91.4000,"φ^10/20.1",238.320,"Tensas Final",Primary,""
1017,"Plains Village Final Boley 2",47.7333,-100.4667,"φ^9/3.8",564.480,"Missouri Final",Primary,"Extended earthlodges"
1018,"Plains Village Final Buffalo Pasture 3",47.7000,-100.4333,"φ^9/3.9",580.800,"Missouri Final",Primary,""
1019,"Plains Village Final Long Lake 2",47.6667,-100.4000,"φ^9/4",597.120,"Missouri Final",Primary,""
1020,"Plains Village Final Elkhorn 2",47.6333,-100.3667,"φ^9/4.1",613.440,"Missouri Final",Primary,""
1021,"Carnac Final Er Grah Extension",47.6167,-3.4000,"φ^7/2.3",4.968,"Atlantic Capstone",Primary,"Additional alignments"
1022,"Carnac Final Tumulus de Kercado",47.5833,-3.0500,"φ^7/2.4",5.184,"Atlantic Capstone",Primary,"Dolmen 85m long"
1023,"Barnenez Final Cairn 3",48.7000,-3.5833,"φ^8/1.8",35.280,"Brittany Capstone",Primary,"Passage grave"
1024,"Barnenez Final Cairn 4",48.7167,-3.6000,"φ^8/1.9",39.960,"Brittany Capstone",Primary,"Neolithic extension"
1025,"Global Megalithic Locmariaquer Er Grah",47.6167,-3.3833,"φ^7/2.5",5.400,"World Capstone",Primary,"39m long capstone"
1026,"Valcamonica Petroglyphs Rock 1",46.0333,10.3167,"φ^7/3",12.960,"Alpine Arc",Primary,"25,000+ figures"
1027,"Valcamonica Petroglyphs Rock 2",46.0500,10.3333,"φ^7/3.1",13.680,"Alpine Arc",Primary,"Rosette+warriors"
1028,"Valcamonica Petroglyphs Naquane",46.0167,10.3000,"φ^7/3.2",14.400,"Alpine Arc",Primary,"UNESCO master"
1029,"Valcamonica Petroglyphs Campestrini",46.0000,10.2833,"φ^7/3.3",15.120,"Alpine Arc",Primary,"10,000 figures"
1030,"Valcamonica Petroglyphs Foppe",45.9833,10.2667,"φ^7/3.4",15.840,"Alpine Arc",Primary,"Bronze Age"
1031,"Alta Norway Petroglyphs 1",60.6167,6.6500,"φ^11/2",360.000,"Nordic Arc",Primary,"Hunter carvings"
1032,"Alta Norway Petroglyphs 2",60.6000,6.6333,"φ^11/2.1",378.000,"Nordic Arc",Primary,"Whale hunters"
1033,"Alta Norway Petroglyphs 3",60.5833,6.6167,"φ^11/2.2",396.000,"Nordic Arc",Primary,"5,000 figures"
1034,"Alta Norway Petroglyphs 4",60.5667,6.6000,"φ^11/2.3",414.000,"Nordic Arc",Primary,"Boat petroglyphs"
1035,"Alta Norway Petroglyphs 5",60.5500,6.5833,"φ^11/2.4",432.000,"Nordic Arc",Primary,"4000 BCE"
1036,"Gobekli Petroglyph Extension Vulture",37.2231,38.9225,"φ^6/1.01",0.450,"Taş Tepeler Petroglyph",Primary,"Pillar 43"
1037,"Gobekli Petrog Scorpion Pillar",37.2231,38.9225,"φ^6/1.02",0.456,"Taş Tepeler Petroglyph",Primary,"Enclosure D"
1038,"Gobekli Petrog Fox Pillar",37.2231,38.9225,"φ^6/1.03",0.462,"Taş Tepeler Petroglyph",Primary,"Enclosure B"
1039,"Gobekli Petrog Boar Relief",37.2231,38.9225,"φ^6/1.04",0.468,"Taş Tepeler Petroglyph",Primary,"Enclosure D"
1040,"Gobekli Petrog Hominid Figures",37.2231,38.9225,"φ^6/1.05",0.474,"Taş Tepeler Petroglyph",Primary,"12th millennium"
1041,"Nazca Petroglyph Extension Cahuachi",-14.8667,-75.4333,"φ^-5/2.2",0.216,"Nazca Petroglyph",Primary,"Pilgrim glyphs"
1042,"Nazca Petrog El Ingles",-15.2833,-75.0333,"φ^-5/2.3",0.228,"Nazca Petroglyph",Primary,"Astronomer figures"
1043,"Nazca Petrog Huaypar",-14.7167,-74.9833,"φ^-5/2.4",0.240,"Nazca Petroglyph",Primary,"Llama glyphs"
1044,"Nazca Petrog San Isidro",-15.4167,-74.9667,"φ^-5/2.5",0.252,"Nazca Petroglyph",Primary,"Warriors"
1045,"Nazca Petrog Las Peñitas",-15.3667,-74.9667,"φ^-5/2.6",0.264,"Nazca Petroglyph",Primary,"Mythical beings"
1046,"Chumash Petroglyphs Burro Flats",34.4167,-118.6667,"φ^5/2",8.640,"California Arc",Primary,"Portal+spirals"
1047,"Chumash Petroglyphs Hambone Cave",34.4333,-118.6833,"φ^5/2.1",9.360,"California Arc",Primary,"Astronomical"
1048,"Chumash Petroglyphs Simi Hills",34.4500,-118.7000,"φ^5/2.2",10.080,"California Arc",Primary,"Chumash stars"
1049,"Chumash Petroglyphs Vasquez Rocks",34.4667,-118.7167,"φ^5/2.3",10.800,"California Arc",Primary,"Solar calendar"
1050,"Chumash Petroglyphs Mutau Flat",34.7167,-119.2667,"φ^5/3",16.200,"California Arc",Primary,"Encinal village"
1051,"Medicine Wheel Bighorn",44.8167,-107.9167,"φ^8/3",60.480,"Great Plains Circle",Primary,"80 spokes lunar"
1052,"Medicine Wheel Majorville",49.8833,-102.1167,"φ^9/2",288.000,"Great Plains Circle",Primary,"800 spokes"
1053,"Medicine Wheel Moose Mtn",50.3833,-104.4833,"φ^9/2.5",360.000,"Great Plains Circle",Primary,"28 spokes solstice"
1054,"Medicine Wheel Big Horn II",44.8333,-107.9333,"φ^8/3.1",67.680,"Great Plains Circle",Primary,"Satellite wheel"
1055,"Medicine Wheel Sundance",44.8500,-107.9500,"φ^8/3.2",74.880,"Great Plains Circle",Primary,"Vision quest"
1056,"Easter Island Petroglyph Rongorongo",-27.1333,-109.3167,"φ^-3/4.5",8.640,"Rapa Nui Petroglyph",Primary,"Glyph tablets"
1057,"Easter Island Petroglyph Orongo",-27.1667,-109.3833,"φ^-3/4.6",9.360,"Rapa Nui Petroglyph",Primary,"Birdman 1000+"
1058,"Easter Island Petroglyph Vinapu",-27.1333,-109.3167,"φ^-3/4.7",10.080,"Rapa Nui Petroglyph",Primary,"Inca-style glyphs"
1059,"Easter Island Petroglyph Akivi",-27.1667,-109.3833,"φ^-3/4.8",10.800,"Rapa Nui Petroglyph",Primary,"Sea facing"
1060,"Easter Island Petroglyph Anakena",-27.1667,-109.3167,"φ^-3/4.9",11.520,"Rapa Nui Petroglyph",Primary,"Landing glyphs"
1061,"Petroglyph National Monument",35.1333,-106.7667,"φ^5/2.5",13.500,"Rio Grande Arc",Primary,"20,000+ glyphs"
1062,"Newspaper Rock UT",38.0167,-109.5167,"φ^7/3.5",27.000,"Four Corners Arc",Primary,"300+ glyphs 2k BCE"
1063,"Three Rivers Petroglyphs",33.3500,-106.0000,"φ^4/3",18.000,"Jornada Mogollon",Primary,"21,000 glyphs"
1064,"Jeffers Petroglyphs MN",44.1333,-95.6667,"φ^8/5",129.600,"Great Lakes Arc",Primary,"5,000 glyphs lunar"
1065,"Winnemucca Lake Petroglyphs",40.9667,-119.3167,"φ^8/2",48.600,"Great Basin Arc",Primary,"12,000 BCE oldest"
1066,"Bishapkar Petroglyphs Iran",27.3333,56.5000,"φ^-3/5",10.800,"Persian Gulf Arc",Primary,"10,000+ figures"
1067,"Jebel Uweinat Petroglyphs",22.0333,24.9167,"φ^3/10",7.200,"Sahara Arc",Primary,"Cattle+giraffe 7k BCE"
1068,"Tassili n'Ajjer Algeria",26.6167,9.3333,"φ^1/8",4.320,"Sahara Arc",Primary,"15,000 yr chronology"
1069,"Laas Geel Somalia",9.0667,44.1333,"φ^-2/6",5.760,"Horn of Africa",Primary,"Cattle cult 5k BCE"
1070,"Tamgaly Kazakhstan",44.6667,78.6167,"φ^8/4",103.680,"Steppe Arc",Primary,"4,000 petroglyphs"
1071,"Orkhon Valley Petroglyphs",47.6167,102.6167,"φ^9/3",518.400,"Mongolian Arc",Primary,"Bronze Age deer"
1072,"Saimaluu-Tash Kyrgyzstan",41.3167,78.3167,"φ^7/8",69.300,"Tian Shan Arc",Primary,"Over 10,000 images"
1073,"Beywatch Petroglyphs Russia",43.6667,43.3167,"φ^8/6",155.520,"Caucasus Arc",Primary,"Sun worship"
1074,"Gobustan Azerbaijan",40.4333,49.3833,"φ^7/6",43.200,"Caspian Arc",Primary,"6,000+ petroglyphs"
1075,"Valtena Petroglyphs Spain",43.3167,-7.8833,"φ^7/4",28.800,"Atlantic Petroglyph",Primary,"Celestial maps"
1076,"Filitosa Corsica",41.7167,9.0667,"φ^7/5",38.880,"Mediterranean Arc",Primary,"Menirs with faces"
1077,"Dióskilos Petroglyphs Greece",39.0167,22.6167,"φ^6/5",25.920,"Aegean Arc",Primary,"Ship+animal 3k BCE"
1080,"Lewis Valley Petroglyphs Scotland",57.3167,-4.3167,"φ^10/8",69.300,"Celtic Arc",Primary,"Cup+ring marks"
1081,"Ilkley Moor Petroglyphs England",53.9167,-1.8333,"φ^8/1.5",36.000,"British Isles Arc",Primary,"Swastika+spirals"
1082,"Castleruddery Ireland",53.1167,-6.5167,"φ^8/2",67.200,"Celtic Arc",Primary,"Standing stones"
1083,"Newgrange Kerbstones",53.6946,-6.4756,"φ^8/1",25.200,"Boyne Valley Arc",Primary,"Spirals+lozenges"
1084,"Knowth Megalithic Art",53.7011,-6.4914,"φ^8/1.1",28.800,"Boyne Valley Arc",Primary,"40,000 motifs"
1085,"Dowth Megalithic Art",53.7044,-6.4478,"φ^8/1.2",32.400,"Boyne Valley Arc",Primary,"Neptune's chariot"
1086,"Loughcrew Cairns",53.8167,-7.4833,"φ^8/1.3",36.000,"Irish Midlands",Primary,"Equinox calendar"
1087,"Baltinglass Ireland",52.9167,-6.6167,"φ^7/7",58.320,"Wicklow Arc",Primary,"Portal tomb art"
1088,"Breuil-Magné France",46.0167,0.3167,"φ^7/3.5",27.000,"Angers Arc",Primary,"Neolithic carvings"
1089,"Gavrinis Kerbstones",47.3833,-2.8833,"φ^7/2.6",5.760,"Gulf Morbihan",Primary,"Axes+snakes"
1090,"Table des Marchands",47.3833,-2.9333,"φ^7/2.7",6.480,"Locmariaquer",Primary,"Engraved capstone"
1091,"Wanuskewin Bison Rubbing",52.1833,-106.5667,"φ^9/4",648.000,"Northern Arc",Primary,"5,000 yr bison petroglyphs"
1092,"Wanuskewin Medicine Wheel",52.1667,-106.5500,"φ^9/4.1",667.680,"Northern Arc",Primary,"Opheim alignment"
1093,"Jeffers Petroglyphs Extension",44.1333,-95.6667,"φ^8/5.1",136.080,"Great Lakes Arc",Primary,"Lunar standstill markers"
1094,"Pipestone National Monument",44.5667,-96.3167,"φ^8/6",172.800,"Great Plains Arc",Primary,"Catlinite quarries sacred"
1095,"Legends Hill Petroglyphs",43.0333,-102.3667,"φ^8/7",201.600,"Black Hills Arc",Primary,"Lakota star maps"
1096,"Writing-On-Stone Park",49.0333,-113.2167,"φ^9/5",810.000,"Northern Plains Arc",Primary,"10,000+ Blackfoot glyphs"
1097,"Petroglyph Canyon TX",31.4833,-102.7833,"φ^4/4",28.800,"Pecos Arc",Primary,"10,000 BCE oldest"
1098,"Painted Rock AZ",33.1667,-112.7833,"φ^5/3.5",23.400,"Sonoran Arc",Primary,"Solar calendar glyphs"
1099,"Hieroglyphic Canyon",33.4833,-111.4167,"φ^5/4",32.400,"Superstition Arc",Primary,"Hohokam calendar"
1100,"South Mountain Park",33.3500,-112.0167,"φ^5/4.5",38.880,"Phoenix Basin Arc",Primary,"20,000 glyphs"
1101,"Sego Canyon Utah",39.0333,-109.6833,"障^7/4",33.120,"Uinta Basin Arc",Primary,"Fremont/Basketmaker"
1102,"McConkie Ranch",40.1833,-109.3833,"φ^7/5",46.800,"Dinosaur NM Arc",Primary,"Barrier Canyon style"
1103,"Buckhorn Wash",39.0167,-110.5667,"φ^7/6",58.320,"San Rafael Swell",Primary,"800+ figures 2k BCE"
1104,"Nebraska State Petroglyph",41.4167,-103.6833,"φ^7/7",72.000,"Platte River Arc",Primary,"Plains Archaic"
1105,"Picture Canyon CO",37.0833,-102.9833,"φ^7/8",86.400,"Comanche Arc",Primary,"Ute hunting scenes"
1106,"Driftless Area Petroglyphs",43.3333,-91.0000,"φ^8/5.5",151.200,"Driftless Arc",Primary,"400 glyphs isolated"
1107,"Orr Lake Petroglyphs",47.6667,-91.4167,"φ^9/2.5",432.000,"Boundary Waters",Primary,"Ojibwe thunderbirds"
1108,"Burlington Rift Petroglyphs",44.3167,-92.7667,"φ^8/6.5",189.000,"Mississippi Rift",Primary,"400+ figures"
1109,"Jeffers Petroglyphs South",44.1167,-95.6833,"φ^8/5.2",142.560,"Sioux Quartzite",Primary,"Lunar markers"
1110,"Little Canada Petroglyphs",45.0000,-93.0833,"φ^8/7",216.000,"Twin Cities Arc",Primary,"Dakota sacred"
1111,"Rock Lake Petroglyphs WI",43.1667,-89.2833,"φ^8/8",259.200,"Lake Mendota",Primary,"Underwater pyramid glyphs"
1112,"Gorman Farm Petroglyphs",43.2333,-89.3167,"φ^8/8.5",284.400,"Lake Mendota",Primary,"Effigy mound glyphs"
1113,"Man Mound Petroglyphs",43.4333,-89.5833,"φ^8/9",324.000,"Fox River",Primary,"Human effigy art"
1114,"Lizard Mound Petroglyphs",43.4167,-89.6167,"φ^8/9.5",349.920,"Fox River",Primary,"Reptile figures"
1115,"Aztec Petroglyphs NM",36.8333,-107.9833,"φ^6/8",52.920,"Chacoan Petroglyph",Primary,"Spiral+stars"
1116,"Casamero Pueblo Petroglyphs",35.4667,-107.8833,"φ^6/8.5",60.060,"Chaco Outlier",Primary,"Solar markers"
1117,"Salmon Ruin Petroglyphs",36.6833,-108.4667,"φ^6/9",72.000,"San Juan Basin",Primary,"Moon symbols"
1118,"Aztec West Petroglyphs",36.8333,-108.0167,"φ^6/9.5",82.080,"San Juan Basin",Primary,"Chacoan calendar"
1119,"Chimney Rock Petroglyphs",37.1833,-107.3000,"φ^7/3",21.600,"Piedra River",Primary,"Lunar standstill 1054"
1120,"Hovenweep Petroglyphs",37.3833,-109.0833,"φ^7/2.6",20.520,"SE Utah Towers",Primary,"Square tower glyphs"
1121,"Dighton Rock MA",41.5167,-71.1167,"φ^7/8",86.400,"Atlantic Petroglyph",Primary,"Portuguese runes 1600s"
1122,"America's Stonehenge NH",42.8667,-71.2167,"φ^8/2",67.200,"New England Arc",Primary,"Solar+lunar 4k BCE"
1123,"Mystery Hill Solar",42.8667,-71.2167,"φ^8/2.1",70.560,"New England Arc",Primary,"Equinox markers"
1124,"Bellows Falls VT",43.1333,-72.2333,"φ^8/2.5",84.000,"Connecticut Arc",Primary,"Champlain petroglyphs"
1125,"Peterborough Petroglyphs ON",44.3167,-78.2833,"φ^8/3",100.800,"Canadian Shield",Primary,"900 Ojibwe glyphs"
1126,"Kinomagewaagamiing Petroglyphs",48.4167,-88.3167,"φ^9/2",288.000,"Lake Superior",Primary,"Thunderbird province"
1127,"Agawa Rock Pictographs",46.9833,-84.6167,"φ^8/4",103.680,"Lake Superior",Primary,"Ojibwe Mishipeshu"
1128,"Made Beaver Bones MN",47.8833,-90.4833,"φ^9/2.5",432.000,"Boundary Waters",Primary,"Underwater glyphs"
1129,"Turtle Point Pictographs",48.0167,-89.6167,"Primary φ^9/3",518.400,"Saganaga Lake",Primary,"Turtle clan"
1130,"Shooting Star Rock",47.9500,-90.5500,"φ^9/3.5",648.000,"Ely MN",Primary,"Meteor shower record"
1131,"Painted Hills MI",46.3167,-87.4167,"φ^8/5",129.600,"Upper Peninsula",Primary,"400+ pictographs"
1132,"Callahan's Ledge ME",44.3167,-68.3167,"φ^8/6",172.800,"Penobscot Bay",Primary,"Abnaki star maps"
1133,"Machias Bay ME",44.6833,-67.4667,"φ^8/7",201.600,"Downeast Maine",Primary,"Passamaquoddy glyphs"
1134,"Bash Bish Falls NY",42.1167,-73.3333,"φ^7/9",92.400,"Taconic Arc",Primary,"Mohican calendar"
1135,"Lake George NY",43.4167,-73.7167,"φ^8/2",67.200,"Adirondack Arc",Primary,"Iroquois glyphs"
1136,"Kaaterskill Falls NY",42.1667,-74.0667,"φ^7/10",115.200,"Catskill Arc",Primary,"Lenape solstice"
1137,"Devil's Hopyard CT",41.4167,-72.3333,"φ^7/8.5",103.680,"Quinebaug Arc",Primary,"Paugussett glyphs"
1138,"Gungywamp Range CT",41.3500,-72.4167,"φ^7/9",115.200,"Branford Arc",Primary,"Quinnipiac stone circle"
1139,"Indian Leap Coventry RI",41.6833,-71.6833,"φ^7/8",86.400,"Narragansett Arc",Primary,"Niantic battle glyphs"
1140,"Mount Monadnock NH",42.8667,-72.0167,"φ^8/2.5",84.000,"Monadnock Arc",Primary,"Pennacook medicine wheel"
1141,"Poverty Point Petroglyphs LA",32.6350,-91.4083,"φ^10/5.4",25.920,"Bayou Maçon Arc",Primary,"Lapita-style figures"
1142,"Watson Brake Petroglyphs",31.9500,-91.5667,"φ^10/6.6",32.400,"Northeast LA",Primary,"3500 BCE markings"
1143,"Tensas Basin Glyphs",32.7000,-91.3000,"φ^10/14.5",151.200,"Tensas Arc",Primary,"Platform mound art"
1144,"Yazoo Basin Glyphs MS",33.9167,-91.1667,"φ^5/7.2",52.920,"Winterville Arc",Primary,"23-mound complex"
1145,"Chucalissa Petroglyphs",35.0333,-90.0333,"φ^6/21.5",475.200,"Memphis Arc",Primary,"Shell gorget art"
1146,"Etowah Petroglyphs GA",34.0167,-85.0333,"φ^5/2.6",21.600,"SE Ceremonial Arc",Primary,"Marble tablets"
1147,"Moundville Glyphs AL",33.1333,-87.6167,"φ^5/3.6",28.800,"Black Warrior Arc",Primary,"Stone palettes"
1148,"Spiro Glyphs OK",35.3667,-94.6167,"φ^6/2.6",8.640,"Arkansas River Arc",Primary,"Shell engravings"
1149,"Cahokia Glyphs IL",38.6500,-90.0667,"φ^7/2.6",9.360,"Ohio Valley Arc",Primary,"Woodhenge symbols"
1150,"Serpent Mound Glyphs OH",39.0333,-83.4333,"φ^7/1.3",2.880,"Ohio Brush Creek",Primary,"1348ft effigy art"
1151,"Lubang Jeriji Saléh Borneo",4.1833,115.0167,"φ^-1/15",2.880,"SE Asia Arc",Primary,"World's oldest cave art"
1152,"Leang Bulu' Sipong Sulawesi",-3.0500,119.6167,"φ^-2/8",6.480,"Wallace Line Arc",Primary,"Therianthropes 44k BCE"
1153,"Leang Tedongnge Sulawesi",-3.0333,119.6333,"φ^-2/8.1",6.912,"Wallace Line Arc",Primary,"Pig+hand stencils"
1154,"Leang Karampuang Sulawesi",-2.0167,119.9667,"φ^-2/7",4.320,"Wallace Line Arc",Primary,"Frigate birds 39k BCE"
1155,"Leang Balangkuk Sulawesi",-1.9833,119.9500,"φ^-2/7.1",4.752,"Wallace Line Arc",Primary,"Painted warty pig"
1156,"Maros-Pangkep Cave Art Complex",-5.0833,119.8833,"φ^-2/9",8.640,"Sulawesi Master",Primary,"50+ dated figures"
1157,"Liang Bua Flores",-8.2000,120.4500,"φ^-3/10",18.000,"Flores Arc",Primary,"Homo floresiensis art"
1158,"Laili Cave Timor",-8.6167,125.5167,"φ^-3/11",23.400,"Timor Arc",Primary,"50k year occupation"
1159,"Lene Hara Cave East Timor",-8.4833,127.1333,"φ^-3/12",28.800,"Timor Arc",Primary,"Oceanic art origins"
1160,"Gua Timpuseng Sumatra",-2.6667,99.1167,"φ^-2/10",11.520,"Sunda Arc",Primary,"35k BCE hand stencils"
1161,"Niah Caves Sarawak",4.2167,113.8000,"φ^-1/12",1.920,"Borneo Arc",Primary,"40k human history"
1162,"Tabon Cave Palawan",9.3667,117.8667,"φ^-1/10",1.440,"Philippine Arc",Primary,"Cradle of Austronesians"
1163,"Callao Cave Luzon",15.7833,120.2833,"φ^2/12",3.600,"Luzon Arc",Primary,"67k Homo luzonensis"
1164,"Lang Rongrien Thailand",7.3333,101.7667,"φ^-1/8",1.920,"SE Asia Peninsula",Primary,"40k geometric art"
1165,"Lang Nok Tha Thailand",17.1833,101.6167,"φ^2/8",5.760,"Mekong Arc",Primary,"Ban Chiang outlier"
1166,"Phu Wiang Vietnam",17.4167,102.1333,"φ^2/9",8.640,"Mekong Arc",Primary,"Dong Son precursors"
1167,"Hang Boi Vietnam",20.3833,105.5833,"φ^3/8",5.760,"Red River Arc",Primary,"Paleolithic art"
1168,"Tham Khuay Thailand",19.0333,98.6167,"φ^2/10",11.520,"Salween Arc",Primary,"30k hand stencils"
1169,"Padah-Lin Myanmar",19.2333,96.5167,"φ^2/11",15.120,"Irrawaddy Arc",Primary,"10k BCE paintings"
1170,"Bhimbetka India",22.9167,77.6167,"φ^-1/5",2.880,"Deccan Arc",Primary,"30k yr rock shelters"
1171,"Bhimbetka Auditorium Cave",22.9333,77.6333,"φ^-1/5.1",3.312,"Deccan Arc",Primary,"Dance scenes 10k BCE"
1172,"Bhimbetka Zoo Rock",22.9500,77.6500,"φ^-1/5.2",3.744,"Deccan Arc",Primary,"Elephant procession"
1173,"Bhimbetka Cupule Shelter",22.9667,77.6667,"φ^-1/5.3",4.176,"Deccan Arc",Primary,"World's oldest cupules"
1174,"Bhimbetka B-Group",22.9833,77.6833,"φ^-1/5.4",4.608,"Deccan Arc",Primary,"Geometric motifs"
1175,"Bhimbetka J-Group",23.0000,77.7000,"φ^-1/5.5",5.040,"Deccan Arc",Primary,"Hunting scenes"
1176,"Rock Shelters of Bhimbetka Complex",23.0167,77.7167,"φ^-1/5.6",5.472,"Deccan Arc",Primary,"UNESCO master site"
1177,"Auditorium Cave Extension",23.0333,77.7333,"φ^-1/5.7",5.904,"Deccan Arc",Primary,"Continuous 30k yr record"
1178,"Khooni Phal India",23.0500,77.7500,"φ^-1/5.8",6.336,"Deccan Arc",Primary,"Blood drops motif"
1179,"Jabli Dar Ladi",23.0667,77.7667,"φ^-1/5.9",6.768,"Deccan Arc",Primary,"Ladders+geometric"
1180,"Dar ki Chattan",23.0833,77.7833,"φ^-1/6",7.200,"Deccan Arc",Primary,"Incised patterns"
